id,palabra,categoria,subcategoria,popularidad,dificultad,epoca,alcance,internacional
2380,Aníbal Barca,Historia,Personaje histórico,Media,Difícil,Siglo XX,Internacional,true
2381,Miyamoto Musashi,Historia,Personaje histórico,Baja,Muy difícil,Siglo XX,Internacional,true
2382,Sun Tzu,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
2383,Nostradamus,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
2384,Florence Nightingale,Historia,Personaje histórico,Alta,Media,Siglo XX,Internacional,true
2385,Hedy Lamarr,Ciencia,Científicos e inventores,Baja,Muy difícil,Actual,Internacional,true
2386,Katherine Johnson,Ciencia,Científicos e inventores,Baja,Muy difícil,Actual,Internacional,true
2387,Tim Berners-Lee,Ciencia,Científicos e inventores,Media,Difícil,Actual,Internacional,true
2388,Steve Wozniak,Ciencia,Tecnología,Media,Difícil,Actual,Internacional,true
2389,Elon Musk,Ciencia,Tecnología,Muy alta,Fácil,Actual,Internacional,true
2390,Mark Zuckerberg,Ciencia,Tecnología,Alta,Media,Actual,Internacional,true
2391,Jeff Bezos,Ciencia,Tecnología,Alta,Media,Actual,Internacional,true
2392,Jane Goodall,Ciencia,Personas y descubrimientos,Media,Difícil,Siglo XX,Internacional,true
2393,Carl Sagan,Ciencia,Personas y descubrimientos,Media,Difícil,Siglo XX,Internacional,true
2394,Richard Feynman,Ciencia,Personas y descubrimientos,Baja,Muy difícil,Siglo XX,Internacional,true
2395,Gregor Mendel,Ciencia,Personas y descubrimientos,Media,Difícil,Siglo XX,Internacional,true
2396,Rosalind Franklin,Ciencia,Personas y descubrimientos,Baja,Muy difícil,Siglo XX,Internacional,true
2397,Dmitri Mendeléyev,Ciencia,Personas y descubrimientos,Baja,Muy difícil,Siglo XX,Internacional,true
2398,Niels Bohr,Ciencia,Personas y descubrimientos,Baja,Muy difícil,Siglo XX,Internacional,true
2399,Erwin Schrödinger,Ciencia,Personas y descubrimientos,Baja,Muy difícil,Siglo XX,Internacional,true
2400,Werner Heisenberg,Ciencia,Personas y descubrimientos,Baja,Muy difícil,Siglo XX,Internacional,true
2401,James Clerk Maxwell,Ciencia,Personas y descubrimientos,Baja,Muy difícil,Siglo XX,Internacional,true
2402,Michael Faraday,Ciencia,Personas y descubrimientos,Baja,Muy difícil,Siglo XX,Internacional,true
2403,Robert Hooke,Ciencia,Personas y descubrimientos,Baja,Muy difícil,Siglo XX,Internacional,true
2404,Antoine Lavoisier,Ciencia,Personas y descubrimientos,Baja,Muy difícil,Siglo XX,Internacional,true
2406,Santiago Ramón y Cajal,Ciencia,Personas y descubrimientos,Alta,Media,Siglo XX,Internacional,true
2407,Severo Ochoa,Ciencia,Personas y descubrimientos,Media,Difícil,Siglo XX,Internacional,true
2411,Motivos personales,Cine y TV,Serie,Media,Difícil,Siglo XX,Nacional,false
2412,Bobobo,Cine y TV,Personaje,Media,Difícil,Siglo XX,Internacional,true
2413,Aruba,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2414,Afganistán,Lugares,País,Muy alta,Fácil,Actual,Internacional,true
2415,Angola,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2416,Anguila,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2417,Islas Aland,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2418,Albania,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2419,Andorra,Lugares,País,Muy alta,Fácil,Actual,Internacional,true
2421,Armenia,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2422,Samoa Americana,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2423,Antártida,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2425,Antigua y Barbuda,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2426,Azerbaiyán,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2427,Burundi,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2429,Benín,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2430,Caribe neerlandés,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2431,Burkina Faso,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2432,Bangladés,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2433,Baréin,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2434,Bahamas,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2435,Bosnia y Herzegovina,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2436,San Bartolomé,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2437,Bielorrusia,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2438,Belice,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2439,Bermudas,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2442,Barbados,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2443,Brunéi,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2444,Bután,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2445,Isla Bouvet,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2446,Botsuana,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2448,Islas Cocos,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2450,Costa de Marfil,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2451,Camerún,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2453,República del Congo,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2454,Islas Cook,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2455,Comoras,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2456,Cabo Verde,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2457,Costa Rica,Lugares,País,Muy alta,Fácil,Actual,Internacional,true
2458,Curazao,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2459,Isla de Navidad,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2460,Islas Caimán,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2461,Chipre,Lugares,País,Muy alta,Fácil,Actual,Internacional,true
2463,Alemania,Lugares,País,Muy alta,Fácil,Actual,Internacional,true
2464,Yibuti,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2465,Dominica,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2470,Eritrea,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2471,Sáhara Occidental,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2473,Estonia,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2476,Fiyi,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2477,Islas Malvinas,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2479,Islas Feroe,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2480,Micronesia,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2481,Gabón,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2483,Georgia,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2484,Guernesey,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2485,Ghana,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2486,Gibraltar,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2487,Guinea,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2488,Guadalupe,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2489,Gambia,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2490,Guinea-Bisáu,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2491,Guinea Ecuatorial,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2494,Groenlandia,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2495,Guatemala,Lugares,País,Muy alta,Fácil,Actual,Internacional,true
2496,Guayana Francesa,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2497,Guam,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2498,Guyana,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2499,Islas Heard y McDonald,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2500,Honduras,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2502,Haití,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2504,Isla de Man,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2507,Irán,Lugares,País,Muy alta,Fácil,Actual,Internacional,true
2508,Irak,Lugares,País,Muy alta,Fácil,Actual,Internacional,true
2510,Italia,Lugares,País,Muy alta,Fácil,Actual,Internacional,true
2511,Jamaica,Lugares,País,Muy alta,Fácil,Actual,Internacional,true
2512,Jersey,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2513,Jordania,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2515,Kazajistán,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2517,Kirguistán,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2518,Camboya,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2519,Kiribati,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2520,San Cristóbal y Nieves,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2522,Kuwait,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2523,Laos,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2524,Líbano,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2525,Liberia,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2526,Libia,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2527,Santa Lucía,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2528,Liechtenstein,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2529,Sri Lanka,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2530,Lesoto,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2531,Lituania,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2532,Luxemburgo,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2533,Letonia,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2534,Macao,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2535,San Martín,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2537,Moldavia,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2538,Maldivas,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2539,Islas Marshall,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2540,Macedonia del Norte,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2541,Mali,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2542,Myanmar (Birmania),Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2543,Montenegro,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2544,Mongolia,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2545,Islas Marianas del Norte,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2546,Mozambique,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2547,Mauritania,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2548,Montserrat,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2549,Martinica,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2550,Mauricio,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2551,Malaui,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2552,Malasia,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2553,Mayotte,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2554,Namibia,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2555,Nueva Caledonia,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2556,Níger,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2557,Isla Norfolk,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2558,Nicaragua,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2559,Niue,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2562,Nepal,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2563,Nauru,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2564,Nueva Zelanda,Lugares,País,Muy alta,Fácil,Actual,Internacional,true
2565,Omán,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2566,Pakistán,Lugares,País,Muy alta,Fácil,Actual,Internacional,true
2567,Panamá,Lugares,País,Muy alta,Fácil,Actual,Internacional,true
2568,Islas Pitcairn,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2570,Palaos,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2571,Papúa Nueva Guinea,Lugares,País,Alta,Media,Actual,Internacional,true
2573,Puerto Rico,Lugares,País,Muy alta,Fácil,Actual,Internacional,true
2574,Corea del Norte,Lugares,País,Muy alta,Fácil,Actual,Internacional,true
2575,Palestina,Lugares,País,Media,Difícil,Actual,Internacional,true
2576,Polinesia Francesa,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2577,Catar,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2581,Ruanda,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2583,Sudán,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2584,Senegal,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2585,Singapur,Lugares,País,Media,Difícil,Actual,Internacional,true
2586,Islas Georgia del Sur y Sandwich del Sur,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2587,Santa Elena,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2588,Svalbard y Jan Mayen,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2589,Islas Salomón,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2590,Sierra Leona,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2591,El Salvador,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2592,San Marino,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2593,Somalia,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2594,San Pedro y Miquelón,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2595,Serbia,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2596,Sudán del Sur,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2597,Santo Tomé y Príncipe,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2598,Surinam,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2599,Eslovaquia,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2600,Eslovenia,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2603,Sint Maarten,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2604,Seychelles,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2605,Siria,Lugares,País,Muy alta,Fácil,Actual,Internacional,true
2606,Islas Turcas y Caicos,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2607,Chad,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2608,Togo,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2610,Tayikistán,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2611,Tokelau,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2612,Turkmenistán,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2613,Timor-Leste,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2614,Tonga,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2615,Trinidad y Tobago,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2618,Tuvalu,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2619,Taiwán,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2620,Tanzania,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2621,Uganda,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2623,Islas menores alejadas de EE. UU.,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2625,Uzbekistán,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2626,Ciudad del Vaticano,Lugares,País,Muy alta,Fácil,Actual,Internacional,true
2627,San Vicente y las Granadinas,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2629,Islas Vírgenes Británicas,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2630,Islas Vírgenes de EE. UU.,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2632,Wallis y Futuna,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2633,Samoa,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2634,Yemen,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2636,Zambia,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2637,Zimbabue,Lugares,País,Baja,Muy difícil,Actual,Internacional,true
2640,Naomi Osaka,Deportes,Deportista,Alta,Media,Actual,Internacional,true
2641,Juan Carlos Navarro,Deportes,Deportista,Media,Difícil,Actual,Internacional,true
2642,Tom Brady,Deportes,Deportista,Alta,Media,Actual,Internacional,true
2643,Patrick Mahomes,Deportes,Deportista,Alta,Media,Actual,Internacional,true
2644,Wayne Gretzky,Deportes,Deportista,Media,Difícil,Actual,Internacional,true
2645,Jon Jones,Deportes,Deportista,Media,Difícil,Actual,Internacional,true
2646,Johan Neeskens,Deportes,Deportista,Media,Difícil,Actual,Internacional,true
2647,Bobby Charlton,Deportes,Deportista,Media,Difícil,Actual,Internacional,true
2649,Thiago Alcántara,Deportes,Deportista,Alta,Media,Actual,Internacional,true
2650,Ferran Torres,Deportes,Deportista,Alta,Media,Actual,Internacional,true
2651,Mikel Oyarzabal,Deportes,Deportista,Alta,Media,Actual,Internacional,true
2652,Unai Simón,Deportes,Deportista,Alta,Media,Actual,Internacional,true
2653,Marc-André ter Stegen,Deportes,Deportista,Alta,Media,Actual,Internacional,true
2654,Giorgio Chiellini,Deportes,Deportista,Alta,Media,Actual,Internacional,true
2655,Gianfranco Zola,Deportes,Deportista,Media,Difícil,Actual,Internacional,true
2656,Roberto Baggio,Deportes,Deportista,Alta,Media,Actual,Internacional,true
2657,Clarence Seedorf,Deportes,Deportista,Media,Difícil,Actual,Internacional,true
2658,Ruud Gullit,Deportes,Deportista,Alta,Media,Actual,Internacional,true
2659,Dennis Bergkamp,Deportes,Deportista,Media,Difícil,Actual,Internacional,true
2660,Patrick Vieira,Deportes,Deportista,Alta,Media,Actual,Internacional,true
2662,Yaya Touré,Deportes,Deportista,Media,Difícil,Actual,Internacional,true
2663,Sergio Agüero,Deportes,Deportista,Alta,Media,Actual,Internacional,true
2664,Javier Zanetti,Deportes,Deportista,Alta,Media,Actual,Internacional,true
2665,Diego Forlán,Deportes,Deportista,Media,Difícil,Actual,Internacional,true
2666,Edinson Cavani,Deportes,Deportista,Alta,Media,Actual,Internacional,true
2667,James Rodríguez,Deportes,Deportista,Alta,Media,Actual,Internacional,true
2668,Radamel Falcao,Deportes,Deportista,Alta,Media,Actual,Internacional,true
2669,Keylor Navas,Deportes,Deportista,Media,Difícil,Actual,Internacional,true
2670,Rafael Márquez,Deportes,Deportista,Media,Difícil,Actual,Internacional,true
2671,Chicharito Hernández,Deportes,Deportista,Alta,Media,Actual,Internacional,true
2672,Guillermo Ochoa,Deportes,Deportista,Media,Difícil,Actual,Internacional,true
2673,Marta Vieira,Deportes,Deportista,Media,Difícil,Actual,Internacional,true
2674,Alex Morgan,Deportes,Deportista,Alta,Media,Actual,Internacional,true
2675,Megan Rapinoe,Deportes,Deportista,Media,Difícil,Actual,Internacional,true
2676,Allyson Felix,Deportes,Deportista,Media,Difícil,Actual,Internacional,true
2677,Katie Ledecky,Deportes,Deportista,Media,Difícil,Actual,Internacional,true
2678,Eliud Kipchoge,Deportes,Deportista,Media,Difícil,Actual,Internacional,true
2679,Paula Radcliffe,Deportes,Deportista,Media,Difícil,Actual,Internacional,true
2680,Marit Bjørgen,Deportes,Deportista,Media,Difícil,Actual,Internacional,true
2681,Jonas Vingegaard,Deportes,Deportista,Media,Difícil,Actual,Internacional,true
2682,Mark Cavendish,Deportes,Deportista,Media,Difícil,Actual,Internacional,true
2683,Peter Sagan,Deportes,Deportista,Media,Difícil,Actual,Internacional,true
2684,Fabio Wibmer,Deportes,Deportista,Media,Difícil,Actual,Internacional,true
