id,palabra,categoria,subcategoria,popularidad,dificultad,epoca,alcance,infantil,internacional
2145,Louis Armstrong,Música,Cantante,Alta,Media,Histórica,Internacional,false,true
2146,James Brown,Música,Cantante,Media,Difícil,Histórica,Internacional,false,true
2147,Shania Twain,Música,Cantante,Media,Difícil,Histórica,Internacional,false,true
2148,Foo Fighters,Música,Grupo,Media,Difícil,Actual,Internacional,false,true
2149,Duran Duran,Música,Grupo,Media,Difícil,Histórica,Internacional,false,true
2150,Radiohead,Música,Grupo,Media,Difícil,Histórica,Internacional,false,true
2151,Los Secretos,Música,Grupo,Media,Difícil,Histórica,Nacional,false,false
2152,Fito Cabrales,Música,Cantante,Media,Difícil,Actual,Nacional,false,false
2153,Nathy Peluso,Música,Cantante,Media,Difícil,Actual,Internacional,false,true
2154,Duki,Música,Rap,Media,Difícil,Actual,Internacional,false,true
2155,Ronald Koeman,Deportes,Futbolista,Media,Difícil,Histórica,Internacional,false,true
2156,Álex Crivillé,Deportes,Motociclismo,Media,Difícil,Histórica,Internacional,false,true
2157,Garbiñe Muguruza,Deportes,Tenis,Media,Difícil,Histórica,Internacional,false,true
2158,Arantxa Sánchez Vicario,Deportes,Tenis,Media,Difícil,Histórica,Internacional,false,true
2159,Conchita Martínez,Deportes,Tenis,Media,Difícil,Histórica,Internacional,false,true
2160,El Greco,Arte,Pintor,Alta,Media,Histórica,Internacional,false,true
2161,Marco Polo,Historia,Explorador,Alta,Media,Histórica,Internacional,false,true
2162,Amelia Earhart,Historia,Aviadora,Alta,Media,Histórica,Internacional,false,true
2163,Miguel de Unamuno,Literatura,Escritor,Alta,Media,Histórica,Nacional,false,false
2164,Lope de Vega,Literatura,Escritor,Alta,Media,Histórica,Nacional,false,false
2165,Mark Twain,Literatura,Escritor,Alta,Media,Histórica,Internacional,false,true
2166,Odin,Mitología,Mitología nórdica,Alta,Media,Histórica,Internacional,false,true
2167,Shazam!,Películas,Superhéroes,Media,Difícil,Actual,Internacional,false,true
2168,Black Adam,Películas,Superhéroes,Media,Difícil,Actual,Internacional,false,true
2169,Rocketman,Películas,Musical,Media,Difícil,Actual,Internacional,false,true
2170,La mala educación,Películas,Drama español,Alta,Media,Actual,Nacional,false,false
2171,Mientras dure la guerra,Películas,Drama histórico español,Media,Difícil,Actual,Nacional,false,false
2172,El reino,Películas,Thriller español,Media,Difícil,Actual,Nacional,false,false
2173,"Kiki, el amor se hace",Películas,Comedia española,Media,Difícil,Actual,Nacional,false,false
2174,Pagafantas,Películas,Comedia española,Media,Difícil,Histórica,Nacional,false,false
2175,Villaviciosa de al lado,Películas,Comedia española,Media,Difícil,Actual,Nacional,false,false
2176,Secretos del corazón,Películas,Drama español,Media,Difícil,Histórica,Nacional,false,false
2177,El bola,Películas,Drama español,Media,Difícil,Histórica,Nacional,false,false
2178,Hannibal,Series,Thriller,Alta,Media,Histórica,Internacional,false,true
2179,Los Tudor,Series,Histórica,Alta,Media,Histórica,Internacional,false,true
2180,Mad Men,Series,Drama,Alta,Media,Histórica,Internacional,false,true
2181,Andor,Series,Ciencia ficción,Alta,Media,Actual,Internacional,false,true
2182,Falcon y el Soldado de Invierno,Series,Superhéroes,Media,Difícil,Actual,Internacional,false,true
2183,Jessica Jones,Series,Superhéroes,Media,Difícil,Histórica,Internacional,false,true
2184,Agentes de SHIELD,Series,Superhéroes,Media,Difícil,Histórica,Internacional,false,true
2185,Los informáticos,Series,Comedia,Media,Difícil,Histórica,Internacional,false,true
2186,Frasier,Series,Comedia,Alta,Media,Clásica,Internacional,false,true
2187,Will y Grace,Series,Comedia,Alta,Media,Histórica,Internacional,false,true
2188,Acacias 38,Series,Drama español,Alta,Media,Actual,Nacional,false,false
2189,Gran Reserva,Series,Drama español,Media,Difícil,Actual,Nacional,false,false
2190,Los pacientes del doctor García,Series,Drama histórico español,Media,Difícil,Actual,Nacional,false,false
2191,"Señor, dame paciencia",Series,Comedia española,Media,Difícil,Actual,Nacional,false,false
2192,Iznogoud,Personajes,Cómic,Media,Difícil,Histórica,Internacional,false,true
2193,Calvin,Personajes,Cómic,Media,Difícil,Histórica,Internacional,false,true
2194,Hobbes,Personajes,Cómic,Media,Difícil,Histórica,Internacional,false,true
2195,Atlantis: El imperio perdido,Películas,Animación,Media,Difícil,Histórica,Internacional,false,true
2196,El planeta del tesoro,Películas,Animación,Media,Difícil,Histórica,Internacional,false,true
2197,Yu-Gi-Oh!,Series,Animación,Alta,Media,Histórica,Internacional,false,true
2199,Periodistas,Series,Drama español,Alta,Media,Histórica,Nacional,false,false
2200,Arde Madrid,Series,Comedia española,Alta,Media,Actual,Nacional,false,false
2201,Hierro,Series,Thriller español,Alta,Media,Actual,Nacional,false,false
2202,Patria,Series,Drama español,Alta,Media,Actual,Nacional,false,false
2203,La novia gitana,Series,Thriller español,Media,Difícil,Actual,Nacional,false,false
2204,Reina Roja,Series,Thriller español,Alta,Media,Actual,Nacional,false,false
2205,El cuerpo en llamas,Series,Thriller español,Media,Difícil,Actual,Nacional,false,false
2206,Corto Maltés,Personajes,Cómic,Media,Difícil,Histórica,Internacional,false,true
2207,Kratos,Personajes,Videojuegos,Media,Difícil,Actual,Internacional,false,true
2208,Master Chief,Personajes,Videojuegos,Media,Difícil,Actual,Internacional,false,true
2209,Marco Antonio,Historia,Político romano,Baja,Muy difícil,Histórica,Internacional,false,true
2210,Nueva Delhi,Lugares,Ciudad,Media,Difícil,Actual,Internacional,false,true
2212,Reservoir Dogs,Películas,Thriller,Media,Difícil,Histórica,Internacional,false,true
2213,La huérfana,Películas,Terror,Media,Difícil,Actual,Internacional,false,true
2214,El corredor del laberinto,Películas,Ciencia ficción,Media,Difícil,Actual,Internacional,false,true
2217,La princesa Mononoke,Películas,Animación,Media,Difícil,Histórica,Internacional,false,true
2218,El gigante de hierro,Películas,Animación,Media,Difícil,Histórica,Internacional,false,true
2219,Oliver y su pandilla,Películas,Animación,Media,Difícil,Histórica,Internacional,false,true
2220,El emperador y sus locuras,Películas,Animación,Media,Difícil,Actual,Internacional,false,true
2221,Bolt,Películas,Animación,Muy alta,Fácil,Actual,Internacional,false,true
2222,El buen dinosaurio,Películas,Animación,Media,Difícil,Actual,Internacional,false,true
2223,Monstruos contra alienígenas,Películas,Animación,Media,Difícil,Actual,Internacional,false,true
2224,Megamind,Películas,Animación,Media,Difícil,Actual,Internacional,false,true
2225,Rango,Películas,Animación,Media,Difícil,Actual,Internacional,false,true
2226,Los Mitchell contra las máquinas,Películas,Animación,Media,Difícil,Actual,Internacional,false,true
2228,Transformers,Películas,Película,Muy alta,Fácil,Actual,Internacional,false,true
2229,Minions,Películas,Película,Alta,Media,Actual,Internacional,false,true
2231,Desayuno con diamantes,Películas,Película,Media,Difícil,Actual,Internacional,false,true
2232,Wonka,Películas,Película,Alta,Media,Actual,Internacional,false,true
2233,Cruella,Películas,Película,Alta,Media,Actual,Internacional,false,true
2234,Eragon,Películas,Película,Media,Difícil,Actual,Internacional,false,true
2235,Zodiac,Películas,Película,Media,Difícil,Actual,Internacional,false,true
2236,La naranja mecánica,Películas,Película,Alta,Media,Actual,Internacional,false,true
2238,Speed,Películas,Película,Media,Difícil,Actual,Internacional,false,true
2239,Zootrópolis,Películas,Película,Muy alta,Fácil,Actual,Internacional,false,true
2240,Your Name,Películas,Película,Media,Difícil,Actual,Internacional,false,true
2241,Dragon Ball,Series,Serie,Muy alta,Fácil,Clásica,Internacional,true,true
2242,Looney Tunes,Series,Serie,Muy alta,Fácil,Actual,Internacional,true,true
2243,Kim Possible,Series,Serie,Alta,Media,Actual,Internacional,false,true
2244,Rick y Morty,Series,Serie,Muy alta,Fácil,Actual,Internacional,false,true
2245,La Casa del Dragón,Series,Serie,Alta,Media,Actual,Internacional,false,true
2247,Fringe,Series,Serie,Alta,Media,Clásica,Internacional,false,true
2248,Euphoria,Series,Serie,Alta,Media,Actual,Internacional,false,true
2249,Orange Is the New Black,Series,Serie,Alta,Media,Actual,Internacional,false,true
2250,La ruta,Series,Serie,Alta,Media,Actual,Nacional,false,false
2251,George Harrison,Música,Cantante,Alta,Media,Actual,Internacional,false,true
2252,Rod Stewart,Música,Cantante,Alta,Media,Actual,Internacional,false,true
2253,Jimi Hendrix,Música,Cantante,Alta,Media,Actual,Internacional,false,true
2254,Manolo Escobar,Música,Cantante,Muy alta,Fácil,Actual,Nacional,false,false
2255,Valencia CF,Deportes,Equipos y clubes,Alta,Media,Actual,Internacional,false,false
2256,Villarreal CF,Deportes,Equipos y clubes,Media,Difícil,Actual,Internacional,false,true
2257,Manchester City,Deportes,Equipos y clubes,Muy alta,Fácil,Actual,Internacional,false,true
2258,Bayern de Múnich,Deportes,Equipos y clubes,Muy alta,Fácil,Actual,Internacional,false,true
2259,AC Milan,Deportes,Equipos y clubes,Media,Difícil,Actual,Internacional,false,true
2260,Ajax,Deportes,Equipos y clubes,Media,Difícil,Actual,Internacional,false,true
2261,Brasil,Lugares,País,Muy alta,Fácil,Actual,Internacional,true,true
2262,Francia,Lugares,País,Muy alta,Fácil,Actual,Internacional,true,true
2263,Inglaterra,Lugares,País,Muy alta,Fácil,Actual,Internacional,false,true
2264,Copa del Rey,Deportes,Evento,Muy alta,Fácil,Actual,Nacional,false,false
2265,NBA,Deportes,Evento,Muy alta,Fácil,Actual,Internacional,false,true
2266,Roland Garros,Deportes,Evento,Media,Difícil,Actual,Internacional,false,true
2267,Fórmula 1,Deportes,Evento,Muy alta,Fácil,Actual,Internacional,false,true
2268,Maratón,Deportes,Evento,Muy alta,Fácil,Actual,Internacional,false,true
2269,Bota de Oro,Deportes,Evento,Media,Difícil,Actual,Internacional,false,true
2270,Capitán Trueno,Personajes,Personaje,Media,Difícil,Actual,Nacional,false,false
2273,Bilbo Bolsón,Personajes,Personaje,Media,Difícil,Actual,Internacional,false,true
2276,Rayo McQueen,Personajes,Animación,Muy alta,Fácil,Actual,Internacional,true,true
2280,Harry el Sucio,Personajes,Personaje,Alta,Media,Actual,Internacional,false,true
2281,Walter White,Personajes,Personaje,Alta,Media,Actual,Internacional,false,true
2282,Jon Snow,Personajes,Personaje,Alta,Media,Actual,Internacional,false,true
2283,Wednesday Addams,Personajes,Personaje,Alta,Media,Actual,Internacional,false,true
2284,Groot,Personajes,Personaje,Alta,Media,Actual,Internacional,true,true
2285,Macbeth,Literatura,Obra,Alta,Media,Actual,Internacional,false,true
2286,El conde de Montecristo,Literatura,Obra,Media,Difícil,Actual,Internacional,false,true
2287,Rapunzel,Literatura,Personaje,Muy alta,Fácil,Actual,Internacional,true,true
2288,El flautista de Hamelín,Literatura,Obra,Media,Difícil,Actual,Internacional,false,true
2289,Tom Sawyer,Literatura,Personaje,Alta,Media,Actual,Internacional,false,true
2290,Dr. Jekyll y Mr. Hyde,Literatura,Obra,Media,Difícil,Actual,Internacional,false,true
2291,Manolito Gafotas,Literatura,Personaje,Media,Difícil,Actual,Nacional,false,false
2292,Los Pitufos,Series,Animación,Muy alta,Fácil,Actual,Internacional,true,true
2293,Rafael,Arte,Artista,Alta,Media,Actual,Internacional,false,true
2294,Murillo,Arte,Artista,Alta,Media,Actual,Internacional,false,true
2300,La joven de la perla,Arte,Obra,Alta,Media,Actual,Internacional,false,true
2301,Saturno devorando a su hijo,Arte,Obra,Media,Difícil,Actual,Internacional,false,true
2302,El caballero de la mano en el pecho,Arte,Obra,Media,Difícil,Actual,Internacional,false,true
2303,El beso de Rodin,Arte,Obra,Media,Difícil,Actual,Internacional,false,true
2305,John F. Kennedy,Historia,Personaje histórico,Alta,Media,Histórica,Internacional,false,true
2306,Donald Trump,Historia,Personaje histórico,Muy alta,Fácil,Histórica,Internacional,false,true
2307,Adolf Hitler,Historia,Personaje histórico,Muy alta,Fácil,Histórica,Internacional,false,true
2308,Hipatia,Historia,Personaje histórico,Media,Difícil,Histórica,Internacional,false,true
2309,Américo Vespucio,Historia,Personaje histórico,Alta,Media,Histórica,Internacional,false,true
2310,Revolución Industrial,Historia,Evento,Alta,Media,Histórica,Internacional,false,true
2311,Guerra Civil Española,Historia,Evento,Muy alta,Fácil,Histórica,Nacional,false,false
2312,Descubrimiento de América,Historia,Evento,Muy alta,Fácil,Histórica,Internacional,false,true
2313,Edad Media,Historia,Evento,Muy alta,Fácil,Actual,Internacional,false,true
2315,Cruzadas,Historia,Evento,Alta,Media,Actual,Internacional,false,true
2316,Tratado de Versalles,Historia,Evento,Alta,Media,Actual,Internacional,false,true
2317,Batalla de Lepanto,Historia,Evento,Alta,Media,Histórica,Nacional,false,false
2318,Pompeya,Lugares,Ciudad,Media,Difícil,Actual,Internacional,false,true
2320,Puerta de Brandeburgo,Lugares,Monumento,Baja,Muy difícil,Actual,Internacional,false,true
2321,Castillo de Neuschwanstein,Lugares,Monumento,Baja,Muy difícil,Actual,Internacional,false,true
2322,Teatro Romano de Mérida,Lugares,Monumento,Baja,Muy difícil,Actual,Nacional,false,false
2323,Córdoba,Lugares,Lugar,Media,Difícil,Actual,Nacional,false,false
2324,San Sebastián,Lugares,Lugar,Media,Difícil,Actual,Nacional,false,false
2325,Murcia,Lugares,Lugar,Media,Difícil,Actual,Nacional,false,false
2326,Lanzarote,Lugares,Lugar,Muy alta,Fácil,Actual,Nacional,false,false
2327,Asturias,Lugares,Lugar,Media,Difícil,Actual,Nacional,false,false
2328,Cataluña,Lugares,Lugar,Muy alta,Fácil,Actual,Nacional,false,false
2329,Castilla-La Mancha,Lugares,Lugar,Media,Difícil,Actual,Nacional,false,false
2330,La Rioja,Lugares,Lugar,Media,Difícil,Actual,Nacional,false,false
2331,Pirineos,Lugares,Lugar,Media,Difícil,Actual,Internacional,false,true
2333,Himalaya,Lugares,Lugar,Media,Difícil,Actual,Internacional,false,true
2335,Polo Norte,Lugares,Lugar,Muy alta,Fácil,Actual,Internacional,false,true
2337,Cancún,Lugares,Lugar,Media,Difícil,Actual,Internacional,false,true
2338,Santiago de Chile,Lugares,Lugar,Media,Difícil,Actual,Internacional,false,true
2339,Milán,Lugares,Lugar,Media,Difícil,Actual,Internacional,false,true
2340,Moscú,Lugares,Lugar,Muy alta,Fácil,Actual,Internacional,false,true
2341,Melbourne,Lugares,Lugar,Media,Difícil,Actual,Internacional,false,true
2342,Bali,Lugares,Lugar,Media,Difícil,Actual,Internacional,false,true
2343,Hawái,Lugares,Lugar,Muy alta,Fácil,Actual,Internacional,false,true
2344,Universal Studios,Lugares,Lugar,Media,Difícil,Actual,Internacional,false,true
2345,Nocilla,Marcas,Marca,Muy alta,Fácil,Actual,Nacional,false,false
2346,Campofrío,Marcas,Marca,Muy alta,Fácil,Actual,Nacional,false,false
2347,New Balance,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
2348,Marvel,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
2349,Atari,Marcas,Marca,Media,Difícil,Actual,Internacional,false,true
2350,Nokia,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
2351,Lamborghini,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
2352,Fiat,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
2353,Vespa,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
2354,Lidl,Marcas,Marca,Muy alta,Fácil,Actual,Internacional,false,true
2355,Perseo,Mitología,Mitología,Media,Difícil,Actual,Internacional,false,true
2356,Vampiro,Mitología,Mitología,Muy alta,Fácil,Actual,Internacional,true,true
2357,Hada,Mitología,Mitología,Muy alta,Fácil,Actual,Internacional,true,true
2358,Elfo,Mitología,Mitología,Muy alta,Fácil,Actual,Internacional,true,true
2359,Orco,Mitología,Mitología,Media,Difícil,Actual,Internacional,false,true
2360,Merlín,Mitología,Mitología,Muy alta,Fácil,Actual,Internacional,false,true
2362,Viracocha,Mitología,Mitología,Baja,Muy difícil,Actual,Internacional,false,true
2364,Grecia Antigua,Historia,Civilizaciones y acontecimientos,Alta,Media,Histórica,Internacional,false,true
2368,Civilización Maya,Historia,Evento,Alta,Media,Histórica,Internacional,false,true
2370,Caída del Muro de Berlín,Historia,Evento,Muy alta,Fácil,Histórica,Internacional,false,true
2371,Hundimiento del Titanic,Historia,Evento,Muy alta,Fácil,Clásica,Internacional,false,true
2372,Peste Negra,Historia,Civilizaciones y acontecimientos,Alta,Media,Histórica,Internacional,false,true
2373,Esparta,Historia,Civilizaciones y acontecimientos,Alta,Media,Histórica,Internacional,false,true
2374,Woodstock,Historia,Civilizaciones y acontecimientos,Alta,Media,Histórica,Internacional,false,true
2375,Salvador Allende,Historia,Personaje histórico,Alta,Media,Histórica,Internacional,false,true
2376,Ramsés III,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
2377,Constantino,Historia,Personaje histórico,Alta,Media,Histórica,Internacional,false,true
2378,Carlomagno,Historia,Personaje histórico,Alta,Media,Histórica,Internacional,false,true
2379,Marco Aurelio,Historia,Personaje histórico,Alta,Media,Histórica,Internacional,false,true
2380,Aníbal Barca,Historia,Personaje histórico,Media,Difícil,Histórica,Internacional,false,true
2381,Miyamoto Musashi,Historia,Personaje histórico,Baja,Muy difícil,Histórica,Internacional,false,true
2382,Sun Tzu,Historia,Personaje histórico,Alta,Media,Histórica,Internacional,false,true
2383,Nostradamus,Historia,Personaje histórico,Alta,Media,Histórica,Internacional,false,true
2384,Florence Nightingale,Historia,Personaje histórico,Alta,Media,Histórica,Internacional,false,true
