id,palabra,categoria,subcategoria,popularidad,dificultad,epoca,tipo,infantil
2387,La Macarena,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2388,Aserejé,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2389,19 días y 500 noches,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2390,Corazón partío,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2391,Ave María,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2392,La chica de ayer,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2393,Devuélveme a mi chica,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2394,Bienvenidos,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2395,Resistiré,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2396,Un beso y una flor,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2397,Soldadito marinero,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2398,Por la boca vive el pez,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2399,Rafael Nadal,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2400,Sergio Llull,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2401,Luis Aragonés,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2402,Jürgen Klopp,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2403,Shaquille O'Neal,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2404,Stephen Curry,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2405,Steffi Graf,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2406,Martina Navratilova,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2407,Conor McGregor,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2408,Sebastian Vettel,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2409,Óscar Freire,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2410,Alberto Tomba,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2411,Pelota de tenis,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2412,Canasta,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2413,Raqueta,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2414,Casco,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2415,Medalla de oro,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2416,Árbitro,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2417,Entrenador,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2418,Piscina olímpica,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2419,Mortadelo y Filemón,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2420,Tormenta,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2421,Nube,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2422,Nieve,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2423,Océano,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2424,Arroz con leche,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2425,Silla,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2426,Mesa,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2427,Sofá,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2428,Armario,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2429,Reloj,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2430,Paraguas,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2431,Maleta,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2432,Llave,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2433,Ventana,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2434,Escalera,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2435,Bañera,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2436,Ducha,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2437,Peine,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2438,Secador,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2439,Lavadora,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2440,Lavavajillas,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2441,Horno,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2442,Microondas,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2443,Batidora,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2444,Martillo,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2445,Tijeras,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2446,Cinta adhesiva,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2447,Linterna,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2448,Vela,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2449,Gafas de sol,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2450,Sombrero,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2451,Zapatos,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2452,Pijama,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2453,Máscara,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2454,Peluca,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2455,Guitarra,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2456,Piano,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2457,Violín,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2458,Trompeta,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2459,Tambor,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2460,Acordeón,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2461,Megáfono,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2462,Silbato,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2463,Mapa,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2464,Globo terráqueo,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2465,Periódico,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2466,Revista,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2467,Sobre,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2468,Bolígrafo,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2469,Goma de borrar,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2470,Sacapuntas,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2471,Pizarra,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2472,Benny Hill,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2473,Harpo Marx,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2474,Groucho Marx,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2475,Audrey Hepburn,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2476,James Dean,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2477,Robert De Niro,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2478,Jack Nicholson,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2479,Robin Williams,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2480,Eddie Murphy,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2481,Silvester Stallone,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2482,Bruce Willis,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2483,Brad Pitt,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2484,George Clooney,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2485,Denzel Washington,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2486,Morgan Freeman,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2487,Jodie Foster,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2488,Julia Roberts,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2489,Nicole Kidman,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2490,Angelina Jolie,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2491,Emma Stone,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2492,Emma Watson,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2493,Hugh Jackman,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2494,Ryan Reynolds,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2495,Chris Evans,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2496,Dwayne Johnson,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2497,Javier Cámara,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2498,Antonio Resines,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2499,Santiago Segura,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2500,Paco Martínez Soria,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2501,Martes y Trece,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2502,Cruz y Raya,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2503,El Gran Wyoming,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2504,Andreu Buenafuente,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2505,Pablo Motos,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2506,Jordi Évole,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2507,Jesús Calleja,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2508,Karlos Arguiñano,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2509,Jorge Javier Vázquez,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2510,Anne Igartiburu,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2511,Lara Álvarez,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2512,David Broncano,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2513,Berto Romero,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2514,Dani Rovira,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2515,José Luis Torrente,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2516,Rocío Dúrcal,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2517,Joselito,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2518,Lina Morgan,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2519,Navidad,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2520,Papá Noel,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2521,Nochevieja,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2522,Campanadas,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2523,Feria de Abril,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2524,San Fermín,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2525,Carnaval,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2526,Halloween,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2527,Día de Reyes,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2528,Noche de San Juan,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2529,Oscar,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2530,Grammy,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2531,Globo de Oro,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2532,Festival de Cannes,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2533,Operación Triunfo,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2534,Gran Hermano,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2535,MasterChef,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2536,Pasapalabra,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2537,El Hormiguero,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2538,First Dates,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2539,Tu cara me suena,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2540,Quién quiere ser millonario,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2541,Ahora caigo,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2542,Atrapa un millón,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2543,"Un, dos, tres",Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2544,Waku Waku,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2545,Pavo,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2546,Semáforo,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2547,Rotonda,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2548,Autobús,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2549,Taxi,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2550,Ambulancia,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2551,Policía,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2552,Hospital,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2553,Universidad,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2554,Biblioteca,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2555,Cine,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2556,Teatro,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2557,Supermercado,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2558,Farmacia,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2559,Bar,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2560,Discoteca,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2561,Playa,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2562,Piscina,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2563,Estación,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2564,Aeropuerto,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2565,Hotel,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2566,Camping,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2567,Autopista,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2568,Gasolinera,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2569,Correos,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2570,Oficina,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2571,Iglesia,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2572,Cementerio,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2573,Palacio,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2574,Castillo,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2575,Puente,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2576,Túnel,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2577,Monumento,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2578,Estatua,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2579,Escalera mecánica,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2580,Patinete,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2581,Bicicleta eléctrica,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2582,Coche de policía,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2583,Tractor,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2584,Excavadora,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2585,Caravana,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2586,Velero,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2587,Canoa,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2588,Kayak,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2589,Paracaídas,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2590,Globo aerostático,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2591,Tranvía,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2592,Tren de alta velocidad,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2593,Avión de papel,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2594,Cometa de juguete,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2595,Pelota,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2596,Globo,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2597,Parchís,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2598,Oca,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2599,Póker,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2600,Ruleta,Cultura,Cultura popular,Muy alta,Difícil,Actual,Concepto,Sí
2601,Hubble,Ciencia,Espacio y astronomía,Muy alta,Difícil,Actual,Concepto,Sí
2602,Escoba,Cultura,Objetos y conceptos cotidianos,Muy alta,Difícil,Actual,Objeto,Sí
2603,La Ruleta de la Suerte,Cultura,Programas y personajes populares,Muy alta,Difícil,Actual,Concepto,Sí
2604,"Un, dos, tres... responda otra vez",Cultura,Programas y personajes populares,Muy alta,Difícil,Actual,Concepto,Sí
2605,Humor Amarillo,Cultura,Programas y personajes populares,Muy alta,Difícil,Actual,Concepto,Sí
2606,Barrio Sésamo,Cultura,Programas y personajes populares,Muy alta,Difícil,Actual,Concepto,Sí
2607,Sesame Street,Cultura,Programas y personajes populares,Muy alta,Difícil,Actual,Concepto,Sí
2608,Art Attack,Cultura,Programas y personajes populares,Muy alta,Difícil,Actual,Concepto,Sí
2609,Cocina con Arguiñano,Cultura,Programas y personajes populares,Muy alta,Difícil,Actual,Concepto,Sí
2610,Bricomanía,Cultura,Programas y personajes populares,Muy alta,Difícil,Actual,Concepto,Sí
2611,Caiga quien caiga,Cultura,Programas y personajes populares,Muy alta,Difícil,Actual,Concepto,Sí
2612,El Informal,Cultura,Programas y personajes populares,Muy alta,Difícil,Actual,Concepto,Sí
2613,Crónicas Marcianas,Cultura,Programas y personajes populares,Muy alta,Difícil,Actual,Concepto,Sí
2614,Buenafuente,Cultura,Programas y personajes populares,Muy alta,Difícil,Actual,Concepto,Sí
2615,Los Morancos,Cultura,Programas y personajes populares,Muy alta,Difícil,Actual,Concepto,Sí
2616,Faemino y Cansado,Cultura,Programas y personajes populares,Muy alta,Difícil,Actual,Concepto,Sí
2617,Monty Python,Cultura,Programas y personajes populares,Muy alta,Difícil,Actual,Concepto,Sí
2618,Top Gear,Cultura,Programas y personajes populares,Muy alta,Difícil,Actual,Concepto,Sí
2619,MasterChef España,Cultura,Programas y personajes populares,Muy alta,Difícil,Actual,Concepto,Sí
2620,Copa del Mundo,Cultura,Programas y personajes populares,Muy alta,Difícil,Actual,Concepto,Sí
2621,Teléfono móvil,Cultura,Objetos y conceptos cotidianos,Muy alta,Difícil,Actual,Objeto,Sí
2622,Ordenador portátil,Cultura,Objetos y conceptos cotidianos,Muy alta,Difícil,Actual,Objeto,Sí
2623,Auriculares,Cultura,Objetos y conceptos cotidianos,Muy alta,Difícil,Actual,Objeto,Sí
2624,Altavoz,Cultura,Objetos y conceptos cotidianos,Muy alta,Difícil,Actual,Objeto,Sí
2625,Consola,Cultura,Objetos y conceptos cotidianos,Muy alta,Difícil,Actual,Objeto,Sí
2626,Mando a distancia,Cultura,Objetos y conceptos cotidianos,Muy alta,Difícil,Actual,Objeto,Sí
2627,Coche,Cultura,Objetos y conceptos cotidianos,Muy alta,Difícil,Actual,Objeto,Sí
2628,Barco,Cultura,Objetos y conceptos cotidianos,Muy alta,Difícil,Actual,Objeto,Sí
2629,Zapato,Cultura,Objetos y conceptos cotidianos,Muy alta,Difícil,Actual,Objeto,Sí
2630,Zapatilla,Cultura,Objetos y conceptos cotidianos,Muy alta,Difícil,Actual,Objeto,Sí
2631,Pantalón vaquero,Cultura,Objetos y conceptos cotidianos,Muy alta,Difícil,Actual,Objeto,Sí
2632,Camiseta,Cultura,Objetos y conceptos cotidianos,Muy alta,Difícil,Actual,Objeto,Sí
2633,Vestido,Cultura,Objetos y conceptos cotidianos,Muy alta,Difícil,Actual,Objeto,Sí
2634,Bolso,Cultura,Objetos y conceptos cotidianos,Muy alta,Difícil,Actual,Objeto,Sí
2635,Candado,Cultura,Objetos y conceptos cotidianos,Muy alta,Difícil,Actual,Objeto,Sí
2636,Plancha,Cultura,Objetos y conceptos cotidianos,Muy alta,Difícil,Actual,Objeto,Sí
2637,Almohada,Cultura,Objetos y conceptos cotidianos,Muy alta,Difícil,Actual,Objeto,Sí
2638,Pasta de dientes,Cultura,Objetos y conceptos cotidianos,Muy alta,Difícil,Actual,Objeto,Sí
2639,Jabón,Cultura,Objetos y conceptos cotidianos,Muy alta,Difícil,Actual,Objeto,Sí
2640,Champú,Cultura,Objetos y conceptos cotidianos,Muy alta,Difícil,Actual,Objeto,Sí
2641,Perfume,Cultura,Objetos y conceptos cotidianos,Muy alta,Difícil,Actual,Objeto,Sí
2642,Pañuelo,Cultura,Objetos y conceptos cotidianos,Muy alta,Difícil,Actual,Objeto,Sí
2643,Regla,Cultura,Objetos y conceptos cotidianos,Muy alta,Difícil,Actual,Objeto,Sí
2644,Calendario,Cultura,Objetos y conceptos cotidianos,Muy alta,Difícil,Actual,Objeto,Sí
2645,Muñeca,Cultura,Objetos y conceptos cotidianos,Muy alta,Difícil,Actual,Objeto,Sí
2646,Europa,Ciencia,Espacio y astronomía,Muy alta,Difícil,Actual,Concepto,Sí
2647,Ganímedes,Ciencia,Espacio y astronomía,Muy alta,Difícil,Actual,Concepto,Sí
2648,Titán,Ciencia,Espacio y astronomía,Muy alta,Difícil,Actual,Concepto,Sí
2649,Marte rover,Ciencia,Espacio y astronomía,Muy alta,Difícil,Actual,Concepto,Sí
2650,James Webb,Ciencia,Espacio y astronomía,Muy alta,Difícil,Actual,Concepto,Sí
2651,Apolo 11,Ciencia,Espacio y astronomía,Muy alta,Difícil,Actual,Concepto,Sí
2652,Estación Espacial Internacional,Ciencia,Espacio y astronomía,Muy alta,Difícil,Actual,Concepto,Sí
2653,Sputnik,Ciencia,Espacio y astronomía,Muy alta,Difícil,Actual,Concepto,Sí
2654,SpaceX,Ciencia,Espacio y astronomía,Muy alta,Difícil,Actual,Concepto,Sí
